geoid,county,state,countystate,L_cc_heatscore,R_heat_worry
31053,Dodge County,Nebraska,"Dodge County, Nebraska",69.765,34.409
31055,Douglas County,Nebraska,"Douglas County, Nebraska",70.689,32.324
31057,Dundy County,Nebraska,"Dundy County, Nebraska",71.937,34.237
31059,Fillmore County,Nebraska,"Fillmore County, Nebraska",74.557,32.45
31061,Franklin County,Nebraska,"Franklin County, Nebraska",69.611,32.781
31063,Frontier County,Nebraska,"Frontier County, Nebraska",69.815,33.793
31065,Furnas County,Nebraska,"Furnas County, Nebraska",70.701,35.053
31067,Gage County,Nebraska,"Gage County, Nebraska",69.278,35.663
31069,Garden County,Nebraska,"Garden County, Nebraska",68.339,30.694
31071,Garfield County,Nebraska,"Garfield County, Nebraska",65.039,29.191
31073,Gosper County,Nebraska,"Gosper County, Nebraska",70.15,31.912
31075,Grant County,Nebraska,"Grant County, Nebraska",64.866,30.241
31077,Greeley County,Nebraska,"Greeley County, Nebraska",68.212,28.489
31079,Hall County,Nebraska,"Hall County, Nebraska",70.828,37.465
31081,Hamilton County,Nebraska,"Hamilton County, Nebraska",75.634,32.569
31083,Harlan County,Nebraska,"Harlan County, Nebraska",71.806,34.837
31085,Hayes County,Nebraska,"Hayes County, Nebraska",68.581,33.632
31087,Hitchcock County,Nebraska,"Hitchcock County, Nebraska",69.195,35.794
31089,Holt County,Nebraska,"Holt County, Nebraska",63.989,31.213
31091,Hooker County,Nebraska,"Hooker County, Nebraska",65.068,32.744
31093,Howard County,Nebraska,"Howard County, Nebraska",69.525,31.277
31095,Jefferson County,Nebraska,"Jefferson County, Nebraska",65.358,34.335
31097,Johnson County,Nebraska,"Johnson County, Nebraska",67.936,37.137
31099,Kearney County,Nebraska,"Kearney County, Nebraska",71.732,34.629
31101,Keith County,Nebraska,"Keith County, Nebraska",69.986,34.414
31103,Keya Paha County,Nebraska,"Keya Paha County, Nebraska",65,31.67
31105,Kimball County,Nebraska,"Kimball County, Nebraska",67,31.207
31107,Knox County,Nebraska,"Knox County, Nebraska",65.285,32.213
31109,Lancaster County,Nebraska,"Lancaster County, Nebraska",69.485,44.496
31111,Lincoln County,Nebraska,"Lincoln County, Nebraska",69.024,33.065
31113,Logan County,Nebraska,"Logan County, Nebraska",68.791,31.072
31115,Loup County,Nebraska,"Loup County, Nebraska",65,29.229
31117,McPherson County,Nebraska,"McPherson County, Nebraska",68.052,31.291
31119,Madison County,Nebraska,"Madison County, Nebraska",67.078,35.456
31121,Merrick County,Nebraska,"Merrick County, Nebraska",73.484,33.626
31123,Morrill County,Nebraska,"Morrill County, Nebraska",68.567,33.494
31125,Nance County,Nebraska,"Nance County, Nebraska",72.117,29.475
31127,Nemaha County,Nebraska,"Nemaha County, Nebraska",72.475,33.874
31129,Nuckolls County,Nebraska,"Nuckolls County, Nebraska",69.962,33.137
31131,Otoe County,Nebraska,"Otoe County, Nebraska",68.005,34.33
31133,Pawnee County,Nebraska,"Pawnee County, Nebraska",73.359,34.74
31135,Perkins County,Nebraska,"Perkins County, Nebraska",71.779,33.352
31137,Phelps County,Nebraska,"Phelps County, Nebraska",70.732,35.702
31139,Pierce County,Nebraska,"Pierce County, Nebraska",66.809,28.466
31141,Platte County,Nebraska,"Platte County, Nebraska",72.635,36.524
31143,Polk County,Nebraska,"Polk County, Nebraska",74.152,30.313
31145,Red Willow County,Nebraska,"Red Willow County, Nebraska",69.183,40.176
31147,Richardson County,Nebraska,"Richardson County, Nebraska",71.456,33.939
31149,Rock County,Nebraska,"Rock County, Nebraska",65.171,29.204
31151,Saline County,Nebraska,"Saline County, Nebraska",72.445,39.722
31153,Sarpy County,Nebraska,"Sarpy County, Nebraska",70.292,36.839
31155,Saunders County,Nebraska,"Saunders County, Nebraska",68.097,34.331
31157,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska",65.823,37.452
31159,Seward County,Nebraska,"Seward County, Nebraska",72.255,32.462
31161,Sheridan County,Nebraska,"Sheridan County, Nebraska",66.847,34.368
31163,Sherman County,Nebraska,"Sherman County, Nebraska",68.277,30.77
31165,Sioux County,Nebraska,"Sioux County, Nebraska",64.93,28.871
31167,Stanton County,Nebraska,"Stanton County, Nebraska",66.657,29.55
31169,Thayer County,Nebraska,"Thayer County, Nebraska",68.782,34.406
31171,Thomas County,Nebraska,"Thomas County, Nebraska",64.214,30.833
31173,Thurston County,Nebraska,"Thurston County, Nebraska",66.19,37.353
31175,Valley County,Nebraska,"Valley County, Nebraska",67.075,29.032
31177,Washington County,Nebraska,"Washington County, Nebraska",67.355,29.896
31179,Wayne County,Nebraska,"Wayne County, Nebraska",67.907,29.497
31181,Webster County,Nebraska,"Webster County, Nebraska",71.651,33.04
31183,Wheeler County,Nebraska,"Wheeler County, Nebraska",65.109,29.706
31185,York County,Nebraska,"York County, Nebraska",72.467,34.225
32001,Churchill County,Nevada,"Churchill County, Nevada",66,46.353
32003,Clark County,Nevada,"Clark County, Nevada",80.889,65.26
32005,Douglas County,Nevada,"Douglas County, Nevada",49.079,37.909
32007,Elko County,Nevada,"Elko County, Nevada",56.368,38.757
32009,Esmeralda County,Nevada,"Esmeralda County, Nevada",60.778,42.018
32011,Eureka County,Nevada,"Eureka County, Nevada",59.525,33.976
32013,Humboldt County,Nevada,"Humboldt County, Nevada",59.532,43.963
32015,Lander County,Nevada,"Lander County, Nevada",60.475,38.057
32017,Lincoln County,Nevada,"Lincoln County, Nevada",65.333,41.649
32019,Lyon County,Nevada,"Lyon County, Nevada",62.233,44.862
32021,Mineral County,Nevada,"Mineral County, Nevada",66.944,47.894
32023,Nye County,Nevada,"Nye County, Nevada",78.224,53.884
32027,Pershing County,Nevada,"Pershing County, Nevada",59.718,45.177
32029,Storey County,Nevada,"Storey County, Nevada",54.667,41.06
32031,Washoe County,Nevada,"Washoe County, Nevada",52.978,45.025
32033,White Pine County,Nevada,"White Pine County, Nevada",59.696,35.645
32510,Carson City,Nevada,"Carson City, Nevada",52.975,45.691
33001,Belknap County,New Hampshire,"Belknap County, New Hampshire",56.107,24.396
33003,Carroll County,New Hampshire,"Carroll County, New Hampshire",52.671,24.018
33005,Cheshire County,New Hampshire,"Cheshire County, New Hampshire",54.606,29.709
33007,Coos County,New Hampshire,"Coos County, New Hampshire",45.152,22.69
33009,Grafton County,New Hampshire,"Grafton County, New Hampshire",49.89,30.701
33011,Hillsborough County,New Hampshire,"Hillsborough County, New Hampshire",54.933,30.046
33013,Merrimack County,New Hampshire,"Merrimack County, New Hampshire",54.992,31.103
33015,Rockingham County,New Hampshire,"Rockingham County, New Hampshire",54.552,26.478
33017,Strafford County,New Hampshire,"Strafford County, New Hampshire",52.999,34.422
33019,Sullivan County,New Hampshire,"Sullivan County, New Hampshire",51.641,24.544
34001,Atlantic County,New Jersey,"Atlantic County, New Jersey",59.021,42.793
34003,Bergen County,New Jersey,"Bergen County, New Jersey",67.263,42.535
34005,Burlington County,New Jersey,"Burlington County, New Jersey",72.103,43.46
34007,Camden County,New Jersey,"Camden County, New Jersey",73.942,46.422
34009,Cape May County,New Jersey,"Cape May County, New Jersey",64.851,31.703
34011,Cumberland County,New Jersey,"Cumberland County, New Jersey",71.46,42.453
34013,Essex County,New Jersey,"Essex County, New Jersey",66.118,44.538
34015,Gloucester County,New Jersey,"Gloucester County, New Jersey",73.273,38.453
34017,Hudson County,New Jersey,"Hudson County, New Jersey",68.348,44.248
34019,Hunterdon County,New Jersey,"Hunterdon County, New Jersey",65.197,29.113
34021,Mercer County,New Jersey,"Mercer County, New Jersey",69.375,45.038
34023,Middlesex County,New Jersey,"Middlesex County, New Jersey",67.278,40.967
34025,Monmouth County,New Jersey,"Monmouth County, New Jersey",60.072,31.257
34027,Morris County,New Jersey,"Morris County, New Jersey",61.992,37.296
34029,Ocean County,New Jersey,"Ocean County, New Jersey",63.2,35.706
34031,Passaic County,New Jersey,"Passaic County, New Jersey",64.452,44.025
34033,Salem County,New Jersey,"Salem County, New Jersey",73.311,36.317
34035,Somerset County,New Jersey,"Somerset County, New Jersey",66.711,34.31
34037,Sussex County,New Jersey,"Sussex County, New Jersey",58.677,25.262
34039,Union County,New Jersey,"Union County, New Jersey",68.487,42.924
34041,Warren County,New Jersey,"Warren County, New Jersey",63.361,30.282
35001,Bernalillo County,New Mexico,"Bernalillo County, New Mexico",77.224,48.765
35003,Catron County,New Mexico,"Catron County, New Mexico",63.89,37.915
35005,Chaves County,New Mexico,"Chaves County, New Mexico",78.696,59.327
35006,Cibola County,New Mexico,"Cibola County, New Mexico",70.616,52.759
35007,Colfax County,New Mexico,"Colfax County, New Mexico",73.003,44.743
35009,Curry County,New Mexico,"Curry County, New Mexico",86.05,55.234
35011,De Baca County,New Mexico,"De Baca County, New Mexico",83.825,51.826
35013,Doña Ana County,New Mexico,"Doña Ana County, New Mexico",82.272,64.594
35015,Eddy County,New Mexico,"Eddy County, New Mexico",86.708,60.309
35017,Grant County,New Mexico,"Grant County, New Mexico",75.963,51.734
35019,Guadalupe County,New Mexico,"Guadalupe County, New Mexico",83.972,53.944
35021,Harding County,New Mexico,"Harding County, New Mexico",77.438,47.652
35023,Hidalgo County,New Mexico,"Hidalgo County, New Mexico",82.26,58.818
35025,Lea County,New Mexico,"Lea County, New Mexico",84.28,59.378
35027,Lincoln County,New Mexico,"Lincoln County, New Mexico",70.411,40.65
35028,Los Alamos County,New Mexico,"Los Alamos County, New Mexico",74,46.439
35029,Luna County,New Mexico,"Luna County, New Mexico",80,60.736
35031,McKinley County,New Mexico,"McKinley County, New Mexico",67.429,52.115
35033,Mora County,New Mexico,"Mora County, New Mexico",67.982,44.515
35035,Otero County,New Mexico,"Otero County, New Mexico",80.993,57.385
35037,Quay County,New Mexico,"Quay County, New Mexico",88.928,51.035
35039,Rio Arriba County,New Mexico,"Rio Arriba County, New Mexico",67.633,53.215
35041,Roosevelt County,New Mexico,"Roosevelt County, New Mexico",84.11,54.668
35043,Sandoval County,New Mexico,"Sandoval County, New Mexico",73.641,50.63
35045,San Juan County,New Mexico,"San Juan County, New Mexico",73.055,48.728
35047,San Miguel County,New Mexico,"San Miguel County, New Mexico",75.141,52.521
35049,Santa Fe County,New Mexico,"Santa Fe County, New Mexico",73.57,47.094
35051,Sierra County,New Mexico,"Sierra County, New Mexico",81.389,51.074
35053,Socorro County,New Mexico,"Socorro County, New Mexico",78.912,57.507
35055,Taos County,New Mexico,"Taos County, New Mexico",63.379,43.593
35057,Torrance County,New Mexico,"Torrance County, New Mexico",71.854,47.102
35059,Union County,New Mexico,"Union County, New Mexico",78.104,46.878
35061,Valencia County,New Mexico,"Valencia County, New Mexico",75.897,58.151
36001,Albany County,New York,"Albany County, New York",63.265,28.901
36003,Allegany County,New York,"Allegany County, New York",56.122,21.841
36005,Bronx County,New York,"Bronx County, New York",69.677,47.187
36007,Broome County,New York,"Broome County, New York",61.398,29.352
36009,Cattaraugus County,New York,"Cattaraugus County, New York",54.325,22.792
36011,Cayuga County,New York,"Cayuga County, New York",57.862,25.347
36013,Chautauqua County,New York,"Chautauqua County, New York",60.771,24.813
36015,Chemung County,New York,"Chemung County, New York",50.523,28.945
36017,Chenango County,New York,"Chenango County, New York",56.306,23.153
36019,Clinton County,New York,"Clinton County, New York",47.214,25.464
36021,Columbia County,New York,"Columbia County, New York",61.366,27.162
36023,Cortland County,New York,"Cortland County, New York",51.708,23.739
36025,Delaware County,New York,"Delaware County, New York",54.848,22.339
36027,Dutchess County,New York,"Dutchess County, New York",62.02,33.083
36029,Erie County,New York,"Erie County, New York",60.156,28.44
36031,Essex County,New York,"Essex County, New York",47.768,23.244
36033,Franklin County,New York,"Franklin County, New York",46.893,27.857
36035,Fulton County,New York,"Fulton County, New York",58.354,26.233
36037,Genesee County,New York,"Genesee County, New York",58.782,26.307
36039,Greene County,New York,"Greene County, New York",57.159,28.933
36041,Hamilton County,New York,"Hamilton County, New York",43.286,20.484
36043,Herkimer County,New York,"Herkimer County, New York",58.603,22.221
36045,Jefferson County,New York,"Jefferson County, New York",50.779,32.774
36047,Kings County,New York,"Kings County, New York",68.126,47.358
36049,Lewis County,New York,"Lewis County, New York",48.619,19.143
36051,Livingston County,New York,"Livingston County, New York",56.363,24.084
36053,Madison County,New York,"Madison County, New York",55.923,23.171
36055,Monroe County,New York,"Monroe County, New York",57.464,31.883
36057,Montgomery County,New York,"Montgomery County, New York",61.825,32.511
36059,Nassau County,New York,"Nassau County, New York",59.406,36.073
36061,New York County,New York,"New York County, New York",70.235,53.943
36063,Niagara County,New York,"Niagara County, New York",60.12,22.951
36065,Oneida County,New York,"Oneida County, New York",57.524,28.916
36067,Onondaga County,New York,"Onondaga County, New York",55.913,28.424
36069,Ontario County,New York,"Ontario County, New York",58.387,23.823
36071,Orange County,New York,"Orange County, New York",65.257,33.872
36073,Orleans County,New York,"Orleans County, New York",59.965,28.083
36075,Oswego County,New York,"Oswego County, New York",55.793,28.162
36077,Otsego County,New York,"Otsego County, New York",56.924,22.32
36079,Putnam County,New York,"Putnam County, New York",60.034,28.098
36081,Queens County,New York,"Queens County, New York",67.998,50.632
36083,Rensselaer County,New York,"Rensselaer County, New York",62.759,29.669
36085,Richmond County,New York,"Richmond County, New York",67.442,35.883
36087,Rockland County,New York,"Rockland County, New York",64.993,37.082
36089,St. Lawrence County,New York,"St. Lawrence County, New York",48.291,25.077
36091,Saratoga County,New York,"Saratoga County, New York",62.359,24.872
36093,Schenectady County,New York,"Schenectady County, New York",62.145,28.322
36095,Schoharie County,New York,"Schoharie County, New York",56.272,25.001
36097,Schuyler County,New York,"Schuyler County, New York",53.833,23.468
36099,Seneca County,New York,"Seneca County, New York",60.313,25.861
36101,Steuben County,New York,"Steuben County, New York",54.946,21.094
36103,Suffolk County,New York,"Suffolk County, New York",57.333,33.776
36105,Sullivan County,New York,"Sullivan County, New York",58.734,32.546
36107,Tioga County,New York,"Tioga County, New York",56.479,21.095
36109,Tompkins County,New York,"Tompkins County, New York",53.823,29.67
36111,Ulster County,New York,"Ulster County, New York",65.486,34.012
36113,Warren County,New York,"Warren County, New York",56.928,25.617
36115,Washington County,New York,"Washington County, New York",58.886,27.159
36117,Wayne County,New York,"Wayne County, New York",58.617,25.141
36119,Westchester County,New York,"Westchester County, New York",65.801,38.67
36121,Wyoming County,New York,"Wyoming County, New York",55.057,23.417
36123,Yates County,New York,"Yates County, New York",57.963,25.486
37001,Alamance County,North Carolina,"Alamance County, North Carolina",83.198,37.881
37003,Alexander County,North Carolina,"Alexander County, North Carolina",83.922,38.083
37005,Alleghany County,North Carolina,"Alleghany County, North Carolina",75.918,30.298
37007,Anson County,North Carolina,"Anson County, North Carolina",87.767,42.213
37009,Ashe County,North Carolina,"Ashe County, North Carolina",74.069,23.416
37011,Avery County,North Carolina,"Avery County, North Carolina",73.796,27.932
37013,Beaufort County,North Carolina,"Beaufort County, North Carolina",81.844,38.111
37015,Bertie County,North Carolina,"Bertie County, North Carolina",83.457,39.299
37017,Bladen County,North Carolina,"Bladen County, North Carolina",88.529,39.619
37019,Brunswick County,North Carolina,"Brunswick County, North Carolina",78.941,41.59
37021,Buncombe County,North Carolina,"Buncombe County, North Carolina",79.012,35.383
37023,Burke County,North Carolina,"Burke County, North Carolina",83.591,38.332
37025,Cabarrus County,North Carolina,"Cabarrus County, North Carolina",85.776,43.695
37027,Caldwell County,North Carolina,"Caldwell County, North Carolina",83.325,36.987
37029,Camden County,North Carolina,"Camden County, North Carolina",77.145,33.913
37031,Carteret County,North Carolina,"Carteret County, North Carolina",85.825,30.923
37033,Caswell County,North Carolina,"Caswell County, North Carolina",82.679,39.202
37035,Catawba County,North Carolina,"Catawba County, North Carolina",83.234,39.739
37037,Chatham County,North Carolina,"Chatham County, North Carolina",84.494,38.48
37039,Cherokee County,North Carolina,"Cherokee County, North Carolina",79.854,30.783
37041,Chowan County,North Carolina,"Chowan County, North Carolina",79.978,36.352
37043,Clay County,North Carolina,"Clay County, North Carolina",78.312,28.242
37045,Cleveland County,North Carolina,"Cleveland County, North Carolina",85.365,38.148
37047,Columbus County,North Carolina,"Columbus County, North Carolina",87.954,40.467
37049,Craven County,North Carolina,"Craven County, North Carolina",84.912,39.474
37051,Cumberland County,North Carolina,"Cumberland County, North Carolina",85.78,47.659
37053,Currituck County,North Carolina,"Currituck County, North Carolina",76.123,32.42
37055,Dare County,North Carolina,"Dare County, North Carolina",69.247,30.62
37057,Davidson County,North Carolina,"Davidson County, North Carolina",88.272,38.658
37059,Davie County,North Carolina,"Davie County, North Carolina",86.985,37.652
37061,Duplin County,North Carolina,"Duplin County, North Carolina",86.552,40.171
37063,Durham County,North Carolina,"Durham County, North Carolina",85.577,49.936
37065,Edgecombe County,North Carolina,"Edgecombe County, North Carolina",85.136,41.444
37067,Forsyth County,North Carolina,"Forsyth County, North Carolina",86.972,40.185
37069,Franklin County,North Carolina,"Franklin County, North Carolina",81.927,37.216
37071,Gaston County,North Carolina,"Gaston County, North Carolina",87.972,37.864
37073,Gates County,North Carolina,"Gates County, North Carolina",78.094,35.333
37075,Graham County,North Carolina,"Graham County, North Carolina",76.253,30.74
37077,Granville County,North Carolina,"Granville County, North Carolina",83.323,38.961
37079,Greene County,North Carolina,"Greene County, North Carolina",87.726,41.707
37081,Guilford County,North Carolina,"Guilford County, North Carolina",87.241,42.394
37083,Halifax County,North Carolina,"Halifax County, North Carolina",80.764,40.383
37085,Harnett County,North Carolina,"Harnett County, North Carolina",85.702,40.322
37087,Haywood County,North Carolina,"Haywood County, North Carolina",75.018,27.408
37089,Henderson County,North Carolina,"Henderson County, North Carolina",78.433,31.943
37091,Hertford County,North Carolina,"Hertford County, North Carolina",79.645,41.643
37093,Hoke County,North Carolina,"Hoke County, North Carolina",87.988,44.089
37095,Hyde County,North Carolina,"Hyde County, North Carolina",79.815,36.875
37097,Iredell County,North Carolina,"Iredell County, North Carolina",85.452,39.886
37099,Jackson County,North Carolina,"Jackson County, North Carolina",76.004,31.166
37101,Johnston County,North Carolina,"Johnston County, North Carolina",84.204,41.698
37103,Jones County,North Carolina,"Jones County, North Carolina",83.797,36.851
37105,Lee County,North Carolina,"Lee County, North Carolina",84.404,40.134
37107,Lenoir County,North Carolina,"Lenoir County, North Carolina",84.676,42.417
37109,Lincoln County,North Carolina,"Lincoln County, North Carolina",85.442,34.054
37111,McDowell County,North Carolina,"McDowell County, North Carolina",80.11,37.9
37113,Macon County,North Carolina,"Macon County, North Carolina",75.973,27.797
37115,Madison County,North Carolina,"Madison County, North Carolina",79.687,27.113
37117,Martin County,North Carolina,"Martin County, North Carolina",83.35,36.758
37119,Mecklenburg County,North Carolina,"Mecklenburg County, North Carolina",88.182,50.247
37121,Mitchell County,North Carolina,"Mitchell County, North Carolina",75.043,27.141
37123,Montgomery County,North Carolina,"Montgomery County, North Carolina",87.667,38.053
37125,Moore County,North Carolina,"Moore County, North Carolina",88.133,42.615
37127,Nash County,North Carolina,"Nash County, North Carolina",84.075,41.943
37129,New Hanover County,North Carolina,"New Hanover County, North Carolina",80.292,43.544
37131,Northampton County,North Carolina,"Northampton County, North Carolina",79.607,39.136
37133,Onslow County,North Carolina,"Onslow County, North Carolina",83.849,44.342
37135,Orange County,North Carolina,"Orange County, North Carolina",82.41,43.775
37137,Pamlico County,North Carolina,"Pamlico County, North Carolina",82.039,34.987
37139,Pasquotank County,North Carolina,"Pasquotank County, North Carolina",77,40.126
37141,Pender County,North Carolina,"Pender County, North Carolina",83.363,36.938
37143,Perquimans County,North Carolina,"Perquimans County, North Carolina",79.929,33.573
37145,Person County,North Carolina,"Person County, North Carolina",81.838,36.652
37147,Pitt County,North Carolina,"Pitt County, North Carolina",86.301,46.419
37149,Polk County,North Carolina,"Polk County, North Carolina",84.227,36.865
37151,Randolph County,North Carolina,"Randolph County, North Carolina",87.909,36.506
37153,Richmond County,North Carolina,"Richmond County, North Carolina",89.704,47.034
37155,Robeson County,North Carolina,"Robeson County, North Carolina",87.31,53.739
37157,Rockingham County,North Carolina,"Rockingham County, North Carolina",83.001,36.865
37159,Rowan County,North Carolina,"Rowan County, North Carolina",86.412,39.561
37161,Rutherford County,North Carolina,"Rutherford County, North Carolina",84.954,37.083
37163,Sampson County,North Carolina,"Sampson County, North Carolina",85.478,40.997
37165,Scotland County,North Carolina,"Scotland County, North Carolina",89.269,49.073
37167,Stanly County,North Carolina,"Stanly County, North Carolina",84.625,36.521
37169,Stokes County,North Carolina,"Stokes County, North Carolina",83.309,34.073
37171,Surry County,North Carolina,"Surry County, North Carolina",82.708,35.381
37173,Swain County,North Carolina,"Swain County, North Carolina",78.599,33.212
37175,Transylvania County,North Carolina,"Transylvania County, North Carolina",78.48,28.814
37177,Tyrrell County,North Carolina,"Tyrrell County, North Carolina",79.046,36.713
37179,Union County,North Carolina,"Union County, North Carolina",85.887,38.106
37181,Vance County,North Carolina,"Vance County, North Carolina",81.591,41.099
37183,Wake County,North Carolina,"Wake County, North Carolina",86.458,43.525
37185,Warren County,North Carolina,"Warren County, North Carolina",82.02,40.413
37187,Washington County,North Carolina,"Washington County, North Carolina",80.004,38.178
37189,Watauga County,North Carolina,"Watauga County, North Carolina",74.166,27.822
37191,Wayne County,North Carolina,"Wayne County, North Carolina",87.054,47.634
37193,Wilkes County,North Carolina,"Wilkes County, North Carolina",83.789,33.549
37195,Wilson County,North Carolina,"Wilson County, North Carolina",86.092,42.723
37197,Yadkin County,North Carolina,"Yadkin County, North Carolina",85.001,36.921
37199,Yancey County,North Carolina,"Yancey County, North Carolina",73.433,25.824
38001,Adams County,North Dakota,"Adams County, North Dakota",50.763,28.16
38003,Barnes County,North Dakota,"Barnes County, North Dakota",42.564,24.166
38005,Benson County,North Dakota,"Benson County, North Dakota",42.649,32.299
38007,Billings County,North Dakota,"Billings County, North Dakota",48.144,26.899
38009,Bottineau County,North Dakota,"Bottineau County, North Dakota",41.287,24.781
38011,Bowman County,North Dakota,"Bowman County, North Dakota",52.127,27.416
38013,Burke County,North Dakota,"Burke County, North Dakota",39.568,25.355
38015,Burleigh County,North Dakota,"Burleigh County, North Dakota",45.902,26.78
38017,Cass County,North Dakota,"Cass County, North Dakota",46.995,24.982
38019,Cavalier County,North Dakota,"Cavalier County, North Dakota",39.245,23.361
38021,Dickey County,North Dakota,"Dickey County, North Dakota",47.173,25.264
38023,Divide County,North Dakota,"Divide County, North Dakota",41,25.465
38025,Dunn County,North Dakota,"Dunn County, North Dakota",44.62,30.048
38027,Eddy County,North Dakota,"Eddy County, North Dakota",43.832,26.731
38029,Emmons County,North Dakota,"Emmons County, North Dakota",48.02,26.825
38031,Foster County,North Dakota,"Foster County, North Dakota",44.019,23.796
38033,Golden Valley County,North Dakota,"Golden Valley County, North Dakota",47.682,27.078
38035,Grand Forks County,North Dakota,"Grand Forks County, North Dakota",44.114,30.61
38037,Grant County,North Dakota,"Grant County, North Dakota",45.278,25.234
38039,Griggs County,North Dakota,"Griggs County, North Dakota",44.381,24.028
38041,Hettinger County,North Dakota,"Hettinger County, North Dakota",46.993,26.922
38043,Kidder County,North Dakota,"Kidder County, North Dakota",48.775,25.559
38045,Lamoure County,North Dakota,"LaMoure County, North Dakota",48.906,24.376
38047,Logan County,North Dakota,"Logan County, North Dakota",46.628,24.418
38049,McHenry County,North Dakota,"McHenry County, North Dakota",43.579,23.978
38051,McIntosh County,North Dakota,"McIntosh County, North Dakota",46.439,25.737
38053,McKenzie County,North Dakota,"McKenzie County, North Dakota",44.095,32.143
38055,McLean County,North Dakota,"McLean County, North Dakota",47.925,25.316
38057,Mercer County,North Dakota,"Mercer County, North Dakota",45.481,27.274
38059,Morton County,North Dakota,"Morton County, North Dakota",47.784,24.8
38061,Mountrail County,North Dakota,"Mountrail County, North Dakota",41.13,30.201
38063,Nelson County,North Dakota,"Nelson County, North Dakota",41.994,23.192
38065,Oliver County,North Dakota,"Oliver County, North Dakota",46.04,27.233
38067,Pembina County,North Dakota,"Pembina County, North Dakota",42.609,24.977
38069,Pierce County,North Dakota,"Pierce County, North Dakota",43.02,25.872
38071,Ramsey County,North Dakota,"Ramsey County, North Dakota",40.94,26.904
38073,Ransom County,North Dakota,"Ransom County, North Dakota",47.566,24.903
38075,Renville County,North Dakota,"Renville County, North Dakota",40.826,25.553
38077,Richland County,North Dakota,"Richland County, North Dakota",52.499,27.204
38079,Rolette County,North Dakota,"Rolette County, North Dakota",38.545,34.357
38081,Sargent County,North Dakota,"Sargent County, North Dakota",47.549,25.928
38083,Sheridan County,North Dakota,"Sheridan County, North Dakota",49.073,25.887
38085,Sioux County,North Dakota,"Sioux County, North Dakota",48.007,39.557
38087,Slope County,North Dakota,"Slope County, North Dakota",49.708,26.617
38089,Stark County,North Dakota,"Stark County, North Dakota",45.113,32.215
38091,Steele County,North Dakota,"Steele County, North Dakota",45.797,24.304
38093,Stutsman County,North Dakota,"Stutsman County, North Dakota",44.942,24.69
38095,Towner County,North Dakota,"Towner County, North Dakota",41.355,25.604
38097,Traill County,North Dakota,"Traill County, North Dakota",48.441,25.37
38099,Walsh County,North Dakota,"Walsh County, North Dakota",45.91,27.159
38101,Ward County,North Dakota,"Ward County, North Dakota",42.068,28.903
38103,Wells County,North Dakota,"Wells County, North Dakota",45.177,24.195
38105,Williams County,North Dakota,"Williams County, North Dakota",41,31.775
39001,Adams County,Ohio,"Adams County, Ohio",76.495,28.004
39003,Allen County,Ohio,"Allen County, Ohio",73.66,33.907
39005,Ashland County,Ohio,"Ashland County, Ohio",67.702,23.817
39007,Ashtabula County,Ohio,"Ashtabula County, Ohio",61.903,22.549
39009,Athens County,Ohio,"Athens County, Ohio",72.327,31.097
39011,Auglaize County,Ohio,"Auglaize County, Ohio",73.973,24.521
39013,Belmont County,Ohio,"Belmont County, Ohio",71.715,22.378
39015,Brown County,Ohio,"Brown County, Ohio",76.692,27.596
39017,Butler County,Ohio,"Butler County, Ohio",77.978,33.918
39019,Carroll County,Ohio,"Carroll County, Ohio",70.811,26.741
39021,Champaign County,Ohio,"Champaign County, Ohio",72.393,24.452
39023,Clark County,Ohio,"Clark County, Ohio",72.28,29.557
39025,Clermont County,Ohio,"Clermont County, Ohio",76.867,31.143
39027,Clinton County,Ohio,"Clinton County, Ohio",73.707,26.726
39029,Columbiana County,Ohio,"Columbiana County, Ohio",69.411,23.142
39031,Coshocton County,Ohio,"Coshocton County, Ohio",72.388,27.011
39033,Crawford County,Ohio,"Crawford County, Ohio",69.121,25.342
39035,Cuyahoga County,Ohio,"Cuyahoga County, Ohio",68.299,26.751
39037,Darke County,Ohio,"Darke County, Ohio",71.788,25.286
39039,Defiance County,Ohio,"Defiance County, Ohio",68.483,25.808
39041,Delaware County,Ohio,"Delaware County, Ohio",73.908,27.697
39043,Erie County,Ohio,"Erie County, Ohio",64.163,27.949
39045,Fairfield County,Ohio,"Fairfield County, Ohio",74.368,27.45
39047,Fayette County,Ohio,"Fayette County, Ohio",76.023,28.273
39049,Franklin County,Ohio,"Franklin County, Ohio",77.35,32.931
39051,Fulton County,Ohio,"Fulton County, Ohio",66.361,23.994
39053,Gallia County,Ohio,"Gallia County, Ohio",78.858,29.802
39055,Geauga County,Ohio,"Geauga County, Ohio",66.694,21.029
39057,Greene County,Ohio,"Greene County, Ohio",75.451,30.888
39059,Guernsey County,Ohio,"Guernsey County, Ohio",73.356,25.927
39061,Hamilton County,Ohio,"Hamilton County, Ohio",79.9,36.747
39063,Hancock County,Ohio,"Hancock County, Ohio",70.152,26.518
39065,Hardin County,Ohio,"Hardin County, Ohio",70.681,27.342
39067,Harrison County,Ohio,"Harrison County, Ohio",72.387,25.645
39069,Henry County,Ohio,"Henry County, Ohio",69.51,25.788
39071,Highland County,Ohio,"Highland County, Ohio",76.796,26.724
39073,Hocking County,Ohio,"Hocking County, Ohio",72.547,26.826
