geoid,county,state,countystate,L_cc_heatscore,R_heat_worry
01001,Autauga County,Alabama,"Autauga County, Alabama",97.646,45.208
01003,Baldwin County,Alabama,"Baldwin County, Alabama",95.328,38.724
01005,Barbour County,Alabama,"Barbour County, Alabama",96.349,48.805
01007,Bibb County,Alabama,"Bibb County, Alabama",91.982,45.522
01009,Blount County,Alabama,"Blount County, Alabama",89.626,37.375
01011,Bullock County,Alabama,"Bullock County, Alabama",94.29,51.005
01013,Butler County,Alabama,"Butler County, Alabama",96.216,44.827
01015,Calhoun County,Alabama,"Calhoun County, Alabama",92.363,41.708
01017,Chambers County,Alabama,"Chambers County, Alabama",92.195,46.935
01019,Cherokee County,Alabama,"Cherokee County, Alabama",90.068,37.09
01021,Chilton County,Alabama,"Chilton County, Alabama",92.27,45.086
01023,Choctaw County,Alabama,"Choctaw County, Alabama",96.155,44.648
01025,Clarke County,Alabama,"Clarke County, Alabama",95.923,45.785
01027,Clay County,Alabama,"Clay County, Alabama",89.404,39.877
01029,Cleburne County,Alabama,"Cleburne County, Alabama",88.681,35.98
01031,Coffee County,Alabama,"Coffee County, Alabama",95.084,42.717
01033,Colbert County,Alabama,"Colbert County, Alabama",90.606,38.201
01035,Conecuh County,Alabama,"Conecuh County, Alabama",95.908,44.423
01037,Coosa County,Alabama,"Coosa County, Alabama",91.622,40.741
01039,Covington County,Alabama,"Covington County, Alabama",96.001,38.835
01041,Crenshaw County,Alabama,"Crenshaw County, Alabama",95.308,41.061
01043,Cullman County,Alabama,"Cullman County, Alabama",87.898,37.617
01045,Dale County,Alabama,"Dale County, Alabama",96.99,44.359
01047,Dallas County,Alabama,"Dallas County, Alabama",98.834,50.072
01049,Dekalb County,Alabama,"DeKalb County, Alabama",86.577,39.245
01051,Elmore County,Alabama,"Elmore County, Alabama",95.347,43.565
01053,Escambia County,Alabama,"Escambia County, Alabama",96.98,40.002
01055,Etowah County,Alabama,"Etowah County, Alabama",92.023,41.158
01057,Fayette County,Alabama,"Fayette County, Alabama",91.408,41.774
01059,Franklin County,Alabama,"Franklin County, Alabama",91.424,39.242
01061,Geneva County,Alabama,"Geneva County, Alabama",96.966,39.242
01063,Greene County,Alabama,"Greene County, Alabama",96.949,53.148
01065,Hale County,Alabama,"Hale County, Alabama",96.766,48.503
01067,Henry County,Alabama,"Henry County, Alabama",97.43,42.473
01069,Houston County,Alabama,"Houston County, Alabama",98.07,45.267
01071,Jackson County,Alabama,"Jackson County, Alabama",87.178,35.72
01073,Jefferson County,Alabama,"Jefferson County, Alabama",90.581,50.355
01075,Lamar County,Alabama,"Lamar County, Alabama",92.101,40.433
01077,Lauderdale County,Alabama,"Lauderdale County, Alabama",90.032,41.404
01079,Lawrence County,Alabama,"Lawrence County, Alabama",92.739,38.081
01081,Lee County,Alabama,"Lee County, Alabama",93.04,46.028
01083,Limestone County,Alabama,"Limestone County, Alabama",92.054,37.223
01085,Lowndes County,Alabama,"Lowndes County, Alabama",98.216,48.72
01087,Macon County,Alabama,"Macon County, Alabama",93.497,51.617
01089,Madison County,Alabama,"Madison County, Alabama",92.851,45.496
01091,Marengo County,Alabama,"Marengo County, Alabama",96.958,45.46
01093,Marion County,Alabama,"Marion County, Alabama",92.011,39.837
01095,Marshall County,Alabama,"Marshall County, Alabama",90.112,40.368
01097,Mobile County,Alabama,"Mobile County, Alabama",96.93,54.034
01099,Monroe County,Alabama,"Monroe County, Alabama",95.343,44.552
01101,Montgomery County,Alabama,"Montgomery County, Alabama",98.623,54.153
01103,Morgan County,Alabama,"Morgan County, Alabama",92.986,41.776
01105,Perry County,Alabama,"Perry County, Alabama",96.513,49.822
01107,Pickens County,Alabama,"Pickens County, Alabama",94.42,48.759
01109,Pike County,Alabama,"Pike County, Alabama",94.488,47.123
01111,Randolph County,Alabama,"Randolph County, Alabama",90.175,39.053
01113,Russell County,Alabama,"Russell County, Alabama",98.506,46.382
01115,St. Clair County,Alabama,"St. Clair County, Alabama",90.966,38.136
01117,Shelby County,Alabama,"Shelby County, Alabama",93.059,43.395
01119,Sumter County,Alabama,"Sumter County, Alabama",95.525,51.172
01121,Talladega County,Alabama,"Talladega County, Alabama",91.885,45.152
01123,Tallapoosa County,Alabama,"Tallapoosa County, Alabama",92.118,43.817
01125,Tuscaloosa County,Alabama,"Tuscaloosa County, Alabama",94.076,49.207
01127,Walker County,Alabama,"Walker County, Alabama",91.095,41.466
01129,Washington County,Alabama,"Washington County, Alabama",96.536,41.373
01131,Wilcox County,Alabama,"Wilcox County, Alabama",97.291,49.767
01133,Winston County,Alabama,"Winston County, Alabama",91.704,37.941
04001,Apache County,Arizona,"Apache County, Arizona",68.235,50.021
04003,Cochise County,Arizona,"Cochise County, Arizona",84.912,60.572
04005,Coconino County,Arizona,"Coconino County, Arizona",67.755,48.041
04007,Gila County,Arizona,"Gila County, Arizona",85.648,53.323
04009,Graham County,Arizona,"Graham County, Arizona",84.522,62.341
04011,Greenlee County,Arizona,"Greenlee County, Arizona",83.957,59.106
04012,La Paz County,Arizona,"La Paz County, Arizona",86.475,60.971
04013,Maricopa County,Arizona,"Maricopa County, Arizona",82.335,67.636
04015,Mohave County,Arizona,"Mohave County, Arizona",88.107,58.577
04017,Navajo County,Arizona,"Navajo County, Arizona",71.956,46.259
04019,Pima County,Arizona,"Pima County, Arizona",93.977,65.88
04021,Pinal County,Arizona,"Pinal County, Arizona",84.754,59.842
04023,Santa Cruz County,Arizona,"Santa Cruz County, Arizona",85.93,65.697
04025,Yavapai County,Arizona,"Yavapai County, Arizona",80.596,44.428
04027,Yuma County,Arizona,"Yuma County, Arizona",86.102,68.278
05001,Arkansas County,Arkansas,"Arkansas County, Arkansas",97.032,47.713
05003,Ashley County,Arkansas,"Ashley County, Arkansas",96.089,47.42
05005,Baxter County,Arkansas,"Baxter County, Arkansas",83.004,40.232
05007,Benton County,Arkansas,"Benton County, Arkansas",79.533,46.907
05009,Boone County,Arkansas,"Boone County, Arkansas",81.17,41.399
05011,Bradley County,Arkansas,"Bradley County, Arkansas",95.94,51.97
05013,Calhoun County,Arkansas,"Calhoun County, Arkansas",95.764,46.18
05015,Carroll County,Arkansas,"Carroll County, Arkansas",79.956,43.966
05017,Chicot County,Arkansas,"Chicot County, Arkansas",98.979,53.885
05019,Clark County,Arkansas,"Clark County, Arkansas",92.817,48.525
05021,Clay County,Arkansas,"Clay County, Arkansas",92.973,41.815
05023,Cleburne County,Arkansas,"Cleburne County, Arkansas",84.545,39.531
05025,Cleveland County,Arkansas,"Cleveland County, Arkansas",97.807,43.644
05027,Columbia County,Arkansas,"Columbia County, Arkansas",92.069,49.785
05029,Conway County,Arkansas,"Conway County, Arkansas",89.869,45.621
05031,Craighead County,Arkansas,"Craighead County, Arkansas",92.297,49.233
05033,Crawford County,Arkansas,"Crawford County, Arkansas",87.312,48.567
05035,Crittenden County,Arkansas,"Crittenden County, Arkansas",97.29,52.656
05037,Cross County,Arkansas,"Cross County, Arkansas",93.087,46.329
05039,Dallas County,Arkansas,"Dallas County, Arkansas",95.058,50.28
05041,Desha County,Arkansas,"Desha County, Arkansas",98.39,51.39
05043,Drew County,Arkansas,"Drew County, Arkansas",96.157,47.078
05045,Faulkner County,Arkansas,"Faulkner County, Arkansas",91.836,48.234
05047,Franklin County,Arkansas,"Franklin County, Arkansas",86.95,44
05049,Fulton County,Arkansas,"Fulton County, Arkansas",84.526,41.58
05051,Garland County,Arkansas,"Garland County, Arkansas",90.895,48.511
05053,Grant County,Arkansas,"Grant County, Arkansas",94.792,41.939
05055,Greene County,Arkansas,"Greene County, Arkansas",92.976,45.18
05057,Hempstead County,Arkansas,"Hempstead County, Arkansas",92.023,52.649
05059,Hot Spring County,Arkansas,"Hot Spring County, Arkansas",91.968,47.667
05061,Howard County,Arkansas,"Howard County, Arkansas",91.105,48.452
05063,Independence County,Arkansas,"Independence County, Arkansas",88.111,43.868
05065,Izard County,Arkansas,"Izard County, Arkansas",84.228,42.282
05067,Jackson County,Arkansas,"Jackson County, Arkansas",90.277,46.699
05069,Jefferson County,Arkansas,"Jefferson County, Arkansas",98.185,53.709
05071,Johnson County,Arkansas,"Johnson County, Arkansas",87.393,47.153
05073,Lafayette County,Arkansas,"Lafayette County, Arkansas",93.456,49.547
05075,Lawrence County,Arkansas,"Lawrence County, Arkansas",91.194,42.57
05077,Lee County,Arkansas,"Lee County, Arkansas",95.669,51.192
05079,Lincoln County,Arkansas,"Lincoln County, Arkansas",97.998,45.953
05081,Little River County,Arkansas,"Little River County, Arkansas",93.947,48.357
05083,Logan County,Arkansas,"Logan County, Arkansas",88.181,43.067
05085,Lonoke County,Arkansas,"Lonoke County, Arkansas",90.971,43.516
05087,Madison County,Arkansas,"Madison County, Arkansas",78.162,40.248
05089,Marion County,Arkansas,"Marion County, Arkansas",82.635,39.421
05091,Miller County,Arkansas,"Miller County, Arkansas",93.187,52.607
05093,Mississippi County,Arkansas,"Mississippi County, Arkansas",94.946,47.972
05095,Monroe County,Arkansas,"Monroe County, Arkansas",94.181,50.664
05097,Montgomery County,Arkansas,"Montgomery County, Arkansas",86.496,42.356
05099,Nevada County,Arkansas,"Nevada County, Arkansas",92.171,46.293
05101,Newton County,Arkansas,"Newton County, Arkansas",78.53,35.932
05103,Ouachita County,Arkansas,"Ouachita County, Arkansas",94.03,51.519
05105,Perry County,Arkansas,"Perry County, Arkansas",90.844,42
05107,Phillips County,Arkansas,"Phillips County, Arkansas",95.935,51.914
05109,Pike County,Arkansas,"Pike County, Arkansas",89.82,42.71
05111,Poinsett County,Arkansas,"Poinsett County, Arkansas",93.958,43.889
05113,Polk County,Arkansas,"Polk County, Arkansas",85.748,43.73
05115,Pope County,Arkansas,"Pope County, Arkansas",89.452,44.214
05117,Prairie County,Arkansas,"Prairie County, Arkansas",94.329,43.659
05119,Pulaski County,Arkansas,"Pulaski County, Arkansas",92.632,50.231
05121,Randolph County,Arkansas,"Randolph County, Arkansas",91.927,43.712
05123,St. Francis County,Arkansas,"St. Francis County, Arkansas",94.23,52.615
05125,Saline County,Arkansas,"Saline County, Arkansas",90.794,46.28
05127,Scott County,Arkansas,"Scott County, Arkansas",86.941,46.101
05129,Searcy County,Arkansas,"Searcy County, Arkansas",82.244,39.314
05131,Sebastian County,Arkansas,"Sebastian County, Arkansas",89.781,51.191
05133,Sevier County,Arkansas,"Sevier County, Arkansas",92.191,51.535
05135,Sharp County,Arkansas,"Sharp County, Arkansas",86.417,42.796
05137,Stone County,Arkansas,"Stone County, Arkansas",84.789,43.691
05139,Union County,Arkansas,"Union County, Arkansas",93.311,48.267
05141,Van Buren County,Arkansas,"Van Buren County, Arkansas",85.809,42.65
05143,Washington County,Arkansas,"Washington County, Arkansas",79.184,49.073
05145,White County,Arkansas,"White County, Arkansas",90.126,44.931
05147,Woodruff County,Arkansas,"Woodruff County, Arkansas",93.101,45.956
05149,Yell County,Arkansas,"Yell County, Arkansas",88.808,47.216
06001,Alameda County,California,"Alameda County, California",23.425,47.303
06003,Alpine County,California,"Alpine County, California",41.715,37.913
06005,Amador County,California,"Amador County, California",60.974,53.633
06007,Butte County,California,"Butte County, California",61.452,56.091
06009,Calaveras County,California,"Calaveras County, California",59.699,49.588
06011,Colusa County,California,"Colusa County, California",55.339,54.622
06013,Contra Costa County,California,"Contra Costa County, California",37.128,54.299
06015,Del Norte County,California,"Del Norte County, California",31.983,28.343
06017,El Dorado County,California,"El Dorado County, California",58.347,49.946
06019,Fresno County,California,"Fresno County, California",62.71,70.343
06021,Glenn County,California,"Glenn County, California",57.026,56.094
06023,Humboldt County,California,"Humboldt County, California",31.882,30.886
06025,Imperial County,California,"Imperial County, California",83.859,73.712
06027,Inyo County,California,"Inyo County, California",66.473,50.657
06029,Kern County,California,"Kern County, California",64.591,68.613
06031,Kings County,California,"Kings County, California",66.2,64.077
06033,Lake County,California,"Lake County, California",43.468,53.454
06035,Lassen County,California,"Lassen County, California",43.391,40.07
06037,Los Angeles County,California,"Los Angeles County, California",40.037,65.636
06039,Madera County,California,"Madera County, California",59.693,62.828
06041,Marin County,California,"Marin County, California",27.412,48.43
06043,Mariposa County,California,"Mariposa County, California",57.364,51.096
06045,Mendocino County,California,"Mendocino County, California",31.466,40.912
06047,Merced County,California,"Merced County, California",58.227,63.577
06049,Modoc County,California,"Modoc County, California",43.439,40.569
06051,Mono County,California,"Mono County, California",52.151,36.681
06053,Monterey County,California,"Monterey County, California",19.518,39.177
06055,Napa County,California,"Napa County, California",37.724,56.548
06057,Nevada County,California,"Nevada County, California",55.54,40.823
06059,Orange County,California,"Orange County, California",37.204,54.431
06061,Placer County,California,"Placer County, California",58.598,49.278
06063,Plumas County,California,"Plumas County, California",45.99,38.174
06065,Riverside County,California,"Riverside County, California",65.738,68.186
06067,Sacramento County,California,"Sacramento County, California",51.835,66.31
06069,San Benito County,California,"San Benito County, California",34.766,51.15
06071,San Bernardino County,California,"San Bernardino County, California",60.35,65.861
06073,San Diego County,California,"San Diego County, California",37.297,56.821
06075,San Francisco County,California,"San Francisco County, California",9.709,47.507
06077,San Joaquin County,California,"San Joaquin County, California",50.633,60.102
06079,San Luis Obispo County,California,"San Luis Obispo County, California",28.825,41.994
06081,San Mateo County,California,"San Mateo County, California",18.938,43.072
06083,Santa Barbara County,California,"Santa Barbara County, California",20.956,41.391
06085,Santa Clara County,California,"Santa Clara County, California",29.483,53.57
06087,Santa Cruz County,California,"Santa Cruz County, California",23.496,46.67
06089,Shasta County,California,"Shasta County, California",62.696,54.17
06091,Sierra County,California,"Sierra County, California",43.907,30.283
06093,Siskiyou County,California,"Siskiyou County, California",45.902,43.13
06095,Solano County,California,"Solano County, California",43.216,53.546
06097,Sonoma County,California,"Sonoma County, California",34.897,52.816
06099,Stanislaus County,California,"Stanislaus County, California",50.051,62.09
06101,Sutter County,California,"Sutter County, California",60.295,60.638
06103,Tehama County,California,"Tehama County, California",59.045,52.723
06105,Trinity County,California,"Trinity County, California",41.75,42.006
06107,Tulare County,California,"Tulare County, California",64.686,64.304
06109,Tuolumne County,California,"Tuolumne County, California",56.097,43.718
06111,Ventura County,California,"Ventura County, California",34.027,54.206
06113,Yolo County,California,"Yolo County, California",52.993,62.425
06115,Yuba County,California,"Yuba County, California",60.907,58.86
08001,Adams County,Colorado,"Adams County, Colorado",74.919,47.476
08003,Alamosa County,Colorado,"Alamosa County, Colorado",54.3,42.154
08005,Arapahoe County,Colorado,"Arapahoe County, Colorado",74.772,45.236
08007,Archuleta County,Colorado,"Archuleta County, Colorado",60.105,32.816
08009,Baca County,Colorado,"Baca County, Colorado",80.947,45.098
08011,Bent County,Colorado,"Bent County, Colorado",78.779,50.763
08013,Boulder County,Colorado,"Boulder County, Colorado",74.058,53.225
08014,Broomfield County,Colorado,"Broomfield County, Colorado",76.258,52.653
08015,Chaffee County,Colorado,"Chaffee County, Colorado",55.572,33.46
08017,Cheyenne County,Colorado,"Cheyenne County, Colorado",76.981,42.205
08019,Clear Creek County,Colorado,"Clear Creek County, Colorado",56.716,31.783
08021,Conejos County,Colorado,"Conejos County, Colorado",58.653,39.064
08023,Costilla County,Colorado,"Costilla County, Colorado",61.297,39.879
08025,Crowley County,Colorado,"Crowley County, Colorado",74.123,51.399
08027,Custer County,Colorado,"Custer County, Colorado",59.988,30.619
08029,Delta County,Colorado,"Delta County, Colorado",67.578,39.418
08031,Denver County,Colorado,"Denver County, Colorado",76.023,55.53
08033,Dolores County,Colorado,"Dolores County, Colorado",69.078,33.492
08035,Douglas County,Colorado,"Douglas County, Colorado",71.043,45.943
08037,Eagle County,Colorado,"Eagle County, Colorado",53.962,34.205
08039,Elbert County,Colorado,"Elbert County, Colorado",69.104,35.575
08041,El Paso County,Colorado,"El Paso County, Colorado",67.523,41.299
08043,Fremont County,Colorado,"Fremont County, Colorado",66.469,40.14
08045,Garfield County,Colorado,"Garfield County, Colorado",61.996,36.328
08047,Gilpin County,Colorado,"Gilpin County, Colorado",58.405,32.754
08049,Grand County,Colorado,"Grand County, Colorado",53.643,27.401
08051,Gunnison County,Colorado,"Gunnison County, Colorado",55.381,31.305
08053,Hinsdale County,Colorado,"Hinsdale County, Colorado",52.246,29.372
08055,Huerfano County,Colorado,"Huerfano County, Colorado",72.336,39.247
08057,Jackson County,Colorado,"Jackson County, Colorado",51,26.429
08059,Jefferson County,Colorado,"Jefferson County, Colorado",72.531,47.801
08061,Kiowa County,Colorado,"Kiowa County, Colorado",76.729,42.045
08063,Kit Carson County,Colorado,"Kit Carson County, Colorado",72.983,46.036
08065,Lake County,Colorado,"Lake County, Colorado",52,31.155
08067,La Plata County,Colorado,"La Plata County, Colorado",63.688,36.459
08069,Larimer County,Colorado,"Larimer County, Colorado",70.608,40.048
08071,Las Animas County,Colorado,"Las Animas County, Colorado",75.338,45.177
08073,Lincoln County,Colorado,"Lincoln County, Colorado",69.564,41.45
08075,Logan County,Colorado,"Logan County, Colorado",72.195,45.609
08077,Mesa County,Colorado,"Mesa County, Colorado",74.656,47.945
08079,Mineral County,Colorado,"Mineral County, Colorado",54.385,30.948
08081,Moffat County,Colorado,"Moffat County, Colorado",64.057,34.524
08083,Montezuma County,Colorado,"Montezuma County, Colorado",71.189,40.57
08085,Montrose County,Colorado,"Montrose County, Colorado",67.04,39.037
08087,Morgan County,Colorado,"Morgan County, Colorado",71.893,47.098
08089,Otero County,Colorado,"Otero County, Colorado",78.814,55.013
08091,Ouray County,Colorado,"Ouray County, Colorado",64.169,32.912
08093,Park County,Colorado,"Park County, Colorado",56.361,26.781
08095,Phillips County,Colorado,"Phillips County, Colorado",73.389,44.235
08097,Pitkin County,Colorado,"Pitkin County, Colorado",53.465,34.021
08099,Prowers County,Colorado,"Prowers County, Colorado",75.322,52.763
08101,Pueblo County,Colorado,"Pueblo County, Colorado",76.929,52.677
08103,Rio Blanco County,Colorado,"Rio Blanco County, Colorado",63.494,32.188
08105,Rio Grande County,Colorado,"Rio Grande County, Colorado",57.005,39.248
08107,Routt County,Colorado,"Routt County, Colorado",59.35,33.089
08109,Saguache County,Colorado,"Saguache County, Colorado",57.027,33.94
08111,San Juan County,Colorado,"San Juan County, Colorado",52.18,32.088
08113,San Miguel County,Colorado,"San Miguel County, Colorado",63.288,34.657
08115,Sedgwick County,Colorado,"Sedgwick County, Colorado",73.009,44.856
08117,Summit County,Colorado,"Summit County, Colorado",50.296,33.403
08119,Teller County,Colorado,"Teller County, Colorado",54.273,28.117
08121,Washington County,Colorado,"Washington County, Colorado",70.212,39.109
08123,Weld County,Colorado,"Weld County, Colorado",73.568,42.269
08125,Yuma County,Colorado,"Yuma County, Colorado",73.497,46.414
10001,Kent County,Delaware,"Kent County, Delaware",72.688,39.752
10003,New Castle County,Delaware,"New Castle County, Delaware",73.937,45.109
10005,Sussex County,Delaware,"Sussex County, Delaware",70.65,38.531
11001,District of Columbia,District of Columbia,"District of Columbia, District of Columbia",80.333,56.221
12001,Alachua County,Florida,"Alachua County, Florida",97.991,45.172
12003,Baker County,Florida,"Baker County, Florida",96.123,40.724
12005,Bay County,Florida,"Bay County, Florida",94.55,50.292
12007,Bradford County,Florida,"Bradford County, Florida",96.314,48.036
12009,Brevard County,Florida,"Brevard County, Florida",95.922,44.884
12011,Broward County,Florida,"Broward County, Florida",95.396,50.234
12013,Calhoun County,Florida,"Calhoun County, Florida",96.258,43.824
12015,Charlotte County,Florida,"Charlotte County, Florida",97.948,45.168
12017,Citrus County,Florida,"Citrus County, Florida",97.228,46.617
12019,Clay County,Florida,"Clay County, Florida",95.969,45.652
12021,Collier County,Florida,"Collier County, Florida",97.007,43.67
12023,Columbia County,Florida,"Columbia County, Florida",98.003,48.758
12027,Desoto County,Florida,"DeSoto County, Florida",97,45.329
12029,Dixie County,Florida,"Dixie County, Florida",95.117,46.198
12031,Duval County,Florida,"Duval County, Florida",91.648,57.121
12033,Escambia County,Florida,"Escambia County, Florida",94.463,50.795
12035,Flagler County,Florida,"Flagler County, Florida",96.874,44.023
12037,Franklin County,Florida,"Franklin County, Florida",92.245,49.275
12039,Gadsden County,Florida,"Gadsden County, Florida",97.351,50.729
12041,Gilchrist County,Florida,"Gilchrist County, Florida",97.206,44.383
12043,Glades County,Florida,"Glades County, Florida",97.851,44.369
12045,Gulf County,Florida,"Gulf County, Florida",94.357,44.623
12047,Hamilton County,Florida,"Hamilton County, Florida",98,49.54
12049,Hardee County,Florida,"Hardee County, Florida",97.976,48.175
12051,Hendry County,Florida,"Hendry County, Florida",98.401,48.398
12053,Hernando County,Florida,"Hernando County, Florida",97.046,48.026
12055,Highlands County,Florida,"Highlands County, Florida",98.629,44.142
12057,Hillsborough County,Florida,"Hillsborough County, Florida",97.694,54.195
12059,Holmes County,Florida,"Holmes County, Florida",98,39.178
12061,Indian River County,Florida,"Indian River County, Florida",94.421,47.041
12063,Jackson County,Florida,"Jackson County, Florida",97.725,47.97
12065,Jefferson County,Florida,"Jefferson County, Florida",96.158,44.464
12067,Lafayette County,Florida,"Lafayette County, Florida",98,45.132
12069,Lake County,Florida,"Lake County, Florida",97.725,45.776
12071,Lee County,Florida,"Lee County, Florida",98.479,48.309
12073,Leon County,Florida,"Leon County, Florida",98.35,53.055
12075,Levy County,Florida,"Levy County, Florida",96.82,44.679
12077,Liberty County,Florida,"Liberty County, Florida",95.278,42.784
12079,Madison County,Florida,"Madison County, Florida",98.145,50.132
12081,Manatee County,Florida,"Manatee County, Florida",97.768,48.555
12083,Marion County,Florida,"Marion County, Florida",98.475,52.472
12085,Martin County,Florida,"Martin County, Florida",95.973,47.032
12086,Miami-Dade County,Florida,"Miami-Dade County, Florida",95.223,57.946
12087,Monroe County,Florida,"Monroe County, Florida",95.352,50.875
12089,Nassau County,Florida,"Nassau County, Florida",90.54,43.292
12091,Okaloosa County,Florida,"Okaloosa County, Florida",93.559,46.927
12093,Okeechobee County,Florida,"Okeechobee County, Florida",97,46.131
12095,Orange County,Florida,"Orange County, Florida",98.349,56.248
12097,Osceola County,Florida,"Osceola County, Florida",98.019,48.728
12099,Palm Beach County,Florida,"Palm Beach County, Florida",95.388,49.054
12101,Pasco County,Florida,"Pasco County, Florida",97.725,48.674
12103,Pinellas County,Florida,"Pinellas County, Florida",97.062,52.182
12105,Polk County,Florida,"Polk County, Florida",98.971,48.501
12107,Putnam County,Florida,"Putnam County, Florida",98.638,53.63
12109,St. Johns County,Florida,"St. Johns County, Florida",92.403,40.212
12111,St. Lucie County,Florida,"St. Lucie County, Florida",95.169,49.447
12113,Santa Rosa County,Florida,"Santa Rosa County, Florida",96.256,47.057
12115,Sarasota County,Florida,"Sarasota County, Florida",97.275,49.415
12117,Seminole County,Florida,"Seminole County, Florida",98,43.116
12119,Sumter County,Florida,"Sumter County, Florida",97,45.727
12121,Suwannee County,Florida,"Suwannee County, Florida",98.891,48.071
12123,Taylor County,Florida,"Taylor County, Florida",97.847,50.873
12125,Union County,Florida,"Union County, Florida",96.868,44.331
12127,Volusia County,Florida,"Volusia County, Florida",96.147,48.127
12129,Wakulla County,Florida,"Wakulla County, Florida",97.822,43.683
12131,Walton County,Florida,"Walton County, Florida",95.818,46.021
12133,Washington County,Florida,"Washington County, Florida",97.051,42.687
13001,Appling County,Georgia,"Appling County, Georgia",97,44.952
13003,Atkinson County,Georgia,"Atkinson County, Georgia",98.192,44.625
13005,Bacon County,Georgia,"Bacon County, Georgia",98.106,46.925
13007,Baker County,Georgia,"Baker County, Georgia",98.821,42.978
13009,Baldwin County,Georgia,"Baldwin County, Georgia",90.029,45.17
13011,Banks County,Georgia,"Banks County, Georgia",83.409,34.222
13013,Barrow County,Georgia,"Barrow County, Georgia",85.979,36.18
13015,Bartow County,Georgia,"Bartow County, Georgia",86.09,40.867
13017,Ben Hill County,Georgia,"Ben Hill County, Georgia",98.009,46.678
13019,Berrien County,Georgia,"Berrien County, Georgia",96.705,39.603
13021,Bibb County,Georgia,"Bibb County, Georgia",92.74,48.358
13023,Bleckley County,Georgia,"Bleckley County, Georgia",94.916,41.653
13025,Brantley County,Georgia,"Brantley County, Georgia",94.53,37.008
13027,Brooks County,Georgia,"Brooks County, Georgia",97.213,40.203
13029,Bryan County,Georgia,"Bryan County, Georgia",92.684,40.34
13031,Bulloch County,Georgia,"Bulloch County, Georgia",95.004,49.661
13033,Burke County,Georgia,"Burke County, Georgia",88.86,46.682
13035,Butts County,Georgia,"Butts County, Georgia",90.989,39.3
13037,Calhoun County,Georgia,"Calhoun County, Georgia",97.991,46.121
13039,Camden County,Georgia,"Camden County, Georgia",91.317,38.951
13043,Candler County,Georgia,"Candler County, Georgia",97.988,47.235
13045,Carroll County,Georgia,"Carroll County, Georgia",87.523,37.059
13047,Catoosa County,Georgia,"Catoosa County, Georgia",88.936,36.958
13049,Charlton County,Georgia,"Charlton County, Georgia",98.235,44.52
13051,Chatham County,Georgia,"Chatham County, Georgia",90.34,49.43
13053,Chattahoochee County,Georgia,"Chattahoochee County, Georgia",98.053,45.341
13055,Chattooga County,Georgia,"Chattooga County, Georgia",87.607,36.34
13057,Cherokee County,Georgia,"Cherokee County, Georgia",85.176,35.896
13059,Clarke County,Georgia,"Clarke County, Georgia",84.483,47.459
13061,Clay County,Georgia,"Clay County, Georgia",97.834,43.621
13063,Clayton County,Georgia,"Clayton County, Georgia",86.727,52.797
13065,Clinch County,Georgia,"Clinch County, Georgia",97.122,43.637
13067,Cobb County,Georgia,"Cobb County, Georgia",85.234,43.797
13069,Coffee County,Georgia,"Coffee County, Georgia",98.094,47.55
13071,Colquitt County,Georgia,"Colquitt County, Georgia",97.972,47.229
13073,Columbia County,Georgia,"Columbia County, Georgia",89.792,41.076
13075,Cook County,Georgia,"Cook County, Georgia",96.908,42.512
13077,Coweta County,Georgia,"Coweta County, Georgia",88.32,33.917
13079,Crawford County,Georgia,"Crawford County, Georgia",92.526,41.209
13081,Crisp County,Georgia,"Crisp County, Georgia",98.001,48.085
13083,Dade County,Georgia,"Dade County, Georgia",85.587,37.288
13085,Dawson County,Georgia,"Dawson County, Georgia",84.697,32.315
13087,Decatur County,Georgia,"Decatur County, Georgia",98.996,48.001
13089,Dekalb County,Georgia,"DeKalb County, Georgia",86.273,51.397
13091,Dodge County,Georgia,"Dodge County, Georgia",96.853,43.79
13093,Dooly County,Georgia,"Dooly County, Georgia",97.686,48.759
13095,Dougherty County,Georgia,"Dougherty County, Georgia",98.999,52.197
13097,Douglas County,Georgia,"Douglas County, Georgia",86.383,41.909
13099,Early County,Georgia,"Early County, Georgia",98.162,47.185
13101,Echols County,Georgia,"Echols County, Georgia",98.014,39.724
13103,Effingham County,Georgia,"Effingham County, Georgia",92.598,40.303
13105,Elbert County,Georgia,"Elbert County, Georgia",82.356,43.485
13107,Emanuel County,Georgia,"Emanuel County, Georgia",95.149,46.263
13109,Evans County,Georgia,"Evans County, Georgia",98.001,48.124
13111,Fannin County,Georgia,"Fannin County, Georgia",81.119,33.551
13113,Fayette County,Georgia,"Fayette County, Georgia",88.286,36.808
13115,Floyd County,Georgia,"Floyd County, Georgia",86.961,40.784
13117,Forsyth County,Georgia,"Forsyth County, Georgia",85.905,36.837
13119,Franklin County,Georgia,"Franklin County, Georgia",85.89,38.682
13121,Fulton County,Georgia,"Fulton County, Georgia",85.689,42.12
13123,Gilmer County,Georgia,"Gilmer County, Georgia",81.724,35.474
13125,Glascock County,Georgia,"Glascock County, Georgia",89.714,39.939
13127,Glynn County,Georgia,"Glynn County, Georgia",90.147,40.91
13129,Gordon County,Georgia,"Gordon County, Georgia",87.853,36.484
13131,Grady County,Georgia,"Grady County, Georgia",97.819,41.046
13133,Greene County,Georgia,"Greene County, Georgia",87.888,43.178
13135,Gwinnett County,Georgia,"Gwinnett County, Georgia",86.209,44.743
13137,Habersham County,Georgia,"Habersham County, Georgia",81.3,37.079
